id,class,gearScore,dps,percent,date,duration,dead,weird
0,Master Summoner,1620.0,14015129,20.2,1714705846090,544891,False,False
0,Desperate Salvation,1610.0,170219,0.2,1714705846090,544891,False,False
0,Pinnacle,1620.8299560546875,12205407,17.6,1714705846090,544891,False,False
0,Demonic Impulse,1610.0,2522804,3.6,1714705846090,544891,True,False
0,Full Bloom,1610.0,166063,0.2,1714705846090,544891,False,False
0,Peacemaker,1610.8299560546875,11748297,16.9,1714705846090,544891,False,False
0,Remaining Energy,1621.6600341796875,16177785,23.3,1714705846090,544891,False,False
0,Full Moon Harvester,1615.0,12522307,18.0,1714705846090,544891,False,False
1,Wind Fury,1621.6600341796875,14914135,21.8,1714705700320,639512,False,True
1,Empress's Grace,1624.1600341796875,11884752,17.3,1714705700320,639512,True,True
1,Full Bloom,1610.0,163897,0.2,1714705700320,639512,False,True
1,Mayhem,1625.8299560546875,15853977,23.1,1714705700320,639512,False,True
1,Pinnacle,1620.0,5988258,8.7,1714705700320,639512,True,True
1,Princess Maker,1620.0,2044480,3.0,1714705700320,639512,True,True
1,Full Bloom,1628.3299560546875,270166,0.4,1714705700320,639512,False,True
1,Night's Edge,1621.6600341796875,17408935,25.4,1714705700320,639512,True,True
2,Desperate Salvation,1620.0,189859,0.2,1714705142961,473875,False,False
2,Brawl King Storm,1620.8299560546875,16467517,20.6,1714705142961,473875,False,False
2,Blessed Aura,1620.0,120132,0.2,1714705142961,473875,False,False
2,Ultimate Skill: Taijutsu,1610.0,10268853,12.8,1714705142961,473875,False,False
2,Peacemaker,1610.8299560546875,9060833,11.3,1714705142961,473875,False,False
2,Predator,1621.6600341796875,15057847,18.8,1714705142961,473875,False,False
2,Night's Edge,1611.6600341796875,15054380,18.8,1714705142961,473875,False,False
2,Night's Edge,1611.6600341796875,13835335,17.3,1714705142961,473875,False,False
3,Night's Edge,1625.8299560546875,10124407,17.6,1714705033080,657720,False,False
3,Empress's Grace,1622.5,14851913,25.8,1714705033080,657720,False,False
3,Lunar Voice,1625.8299560546875,6013594,10.4,1714705033080,657720,True,False
3,Desperate Salvation,1622.5,187284,0.3,1714705033080,657720,False,False
3,Predator,1625.0,2661288,4.6,1714705033080,657720,True,False
3,Mayhem,1622.5,11898012,20.6,1714705033080,657720,False,False
3,Predator,1621.6600341796875,11775065,20.4,1714705033080,657720,False,False
3,Full Bloom,1611.6600341796875,140869,0.2,1714705033080,657720,False,False
4,Predator,1620.8299560546875,11921704,19.5,1714704593608,618258,False,False
4,Full Bloom,1625.8299560546875,105798,0.2,1714704593608,618258,False,False
4,Igniter,1622.5,1861498,3.0,1714704593608,618258,True,False
4,Asura's Path,1621.6600341796875,17519832,28.6,1714704593608,618258,False,False
4,Full Bloom,1610.0,125103,0.2,1714704593608,618258,False,False
4,Pinnacle,1610.8299560546875,4743456,7.7,1714704593608,618258,True,False
4,Brawl King Storm,1620.8299560546875,11694575,19.1,1714704593608,618258,False,False
4,Esoteric Skill Enhancement,1621.6600341796875,13312958,21.7,1714704593608,618258,False,False
5,Full Bloom,1610.0,145072,0.2,1714704307983,596577,True,False
5,Desperate Salvation,1620.0,173161,0.2,1714704307983,596577,False,False
5,Mayhem,1615.0,8913579,12.1,1714704307983,596577,True,False
5,Enhanced Weapon,1620.0,12171481,16.6,1714704307983,596577,False,False
5,Predator,1625.0,15681798,21.3,1714704307983,596577,False,False
5,Full Moon Harvester,1626.6600341796875,20905746,28.5,1714704307983,596577,False,False
5,Night's Edge,1610.0,3328517,4.5,1714704307983,596577,True,False
