id,class,gearScore,dps,percent,date,duration,dead,weird
1013482,Wind Fury,1610.8299560546875,14434121,15.2,1714706470914,700313,False,False
1013482,Wind Fury,1620.8299560546875,8624936,9.1,1714706470914,700313,True,False
1013482,Desperate Salvation,1620.0,225765,0.2,1714706470914,700313,False,False
1013482,Desperate Salvation,1619.1600341796875,194977,0.2,1714706470914,700313,False,False
1013482,Pistoleer,1620.8299560546875,18607697,19.6,1714706470914,700313,False,False
1013482,Death Strike,1610.8299560546875,13536185,14.2,1714706470914,700313,False,False
1013482,Predator,1615.0,12661864,13.3,1714706470914,700313,False,False
1013482,Igniter,1620.0,26882356,28.2,1714706470914,700313,False,False
1013456,Order of the Emperor,1623.3299560546875,15104569,22.3,1714705946601,940734,False,False
1013456,Desperate Salvation,1610.8299560546875,178919,0.3,1714705946601,940734,True,False
1013456,Enhanced Weapon,1610.8299560546875,10027751,14.8,1714705946601,940734,False,False
1013456,Surge,1623.3299560546875,15239599,22.5,1714705946601,940734,False,False
1013456,Peacemaker,1629.1600341796875,10225648,15.1,1714705946601,940734,True,False
1013456,Blessed Aura,1610.0,100847,0.1,1714705946601,940734,False,False
1013456,Night's Edge,1612.5,4295863,6.3,1714705946601,940734,True,False
1013456,First Intention,1610.0,12485053,18.5,1714705946601,940734,False,False
1013423,Order of the Emperor,1610.0,11520491,15.0,1714705818347,829301,False,False
1013423,Full Bloom,1620.0,140725,0.2,1714705818347,829301,True,False
1013423,Asura's Path,1620.0,12541965,16.3,1714705818347,829301,False,False
1013423,Remaining Energy,1620.8299560546875,11983899,15.6,1714705818347,829301,True,False
1013423,Blessed Aura,1620.0,126164,0.2,1714705818347,829301,True,False
1013423,Loyal Companion,1620.0,12022336,15.7,1714705818347,829301,False,False
1013423,Igniter,1622.5,16765240,21.8,1714705818347,829301,False,False
1013423,Esoteric Skill Enhancement,1617.5,11667512,15.2,1714705818347,829301,False,False
1013415,Desperate Salvation,1620.0,160301,0.2,1714705716189,790927,False,False
1013415,Full Moon Harvester,1621.6600341796875,10185702,12.7,1714705716189,790927,True,False
1013415,Arthetinean Skill,1620.0,10637915,13.2,1714705716189,790927,True,False
1013415,Lone Knight,1622.5,12004752,14.9,1714705716189,790927,False,False
1013415,Hunger,1624.1600341796875,19602799,24.4,1714705716189,790927,False,False
1013415,Predator,1620.8299560546875,14641212,18.2,1714705716189,790927,False,False
1013415,Esoteric Skill Enhancement,1625.8299560546875,13111756,16.3,1714705716189,790927,False,False
1013415,Blessed Aura,1610.0,159161,0.2,1714705716189,790927,False,False
1013400,Full Bloom,1610.0,135119,0.2,1714705571277,815834,False,False
1013400,Blessed Aura,1610.8299560546875,207590,0.3,1714705571277,815834,False,False
1013400,Demonic Impulse,1610.8299560546875,11483304,14.7,1714705571277,815834,True,False
1013400,Death Strike,1620.0,18376162,23.6,1714705571277,815834,False,False
1013400,Predator,1620.0,16928802,21.7,1714705571277,815834,False,False
1013400,Predator,1620.8299560546875,6428793,8.2,1714705571277,815834,True,False
1013400,Esoteric Flurry,1610.0,10435645,13.4,1714705571277,815834,False,False
1013400,Master Summoner,1620.0,14030365,18.0,1714705571277,815834,False,False
1013366,Asura's Path,1615.0,11727080,16.9,1714705107275,916889,True,False
1013366,Asura's Path,1623.3299560546875,5891890,8.5,1714705107275,916889,True,False
1013366,Lone Knight,1621.6600341796875,10160523,14.6,1714705107275,916889,True,False
1013366,Blessed Aura,1620.0,182387,0.3,1714705107275,916889,False,False
1013366,Blessed Aura,1620.0,60874,0.1,1714705107275,916889,True,False
1013366,Ultimate Skill: Taijutsu,1610.0,6874173,9.9,1714705107275,916889,True,False
1013366,Night's Edge,1624.1600341796875,28753625,41.4,1714705107275,916889,False,False
1013366,Full Moon Harvester,1614.1600341796875,5812511,8.4,1714705107275,916889,True,False
1013356,Empress's Grace,1610.0,16398135,22.5,1714705087905,831222,False,False
1013356,Full Bloom,1610.0,177063,0.2,1714705087905,831222,False,False
1013356,Asura's Path,1620.0,10550237,14.5,1714705087905,831222,True,False
1013356,Brawl King Storm,1620.0,10537364,14.5,1714705087905,831222,False,False
1013356,Blessed Aura,1620.0,168402,0.2,1714705087905,831222,False,False
1013356,Predator,1611.6600341796875,13680930,18.8,1714705087905,831222,False,False
1013356,Full Moon Harvester,1610.0,9113349,12.5,1714705087905,831222,False,False
1013356,Deathblow,1610.0,12153833,16.7,1714705087905,831222,False,False
1013339,Wind Fury,1610.0,5744920,8.0,1714704824046,885642,True,False
1013339,Empress's Grace,1620.8299560546875,17884751,24.8,1714704824046,885642,False,False
1013339,Gravity Training,1610.0,13899927,19.2,1714704824046,885642,False,False
1013339,Lone Knight,1612.5,10513772,14.6,1714704824046,885642,False,False
1013339,Blessed Aura,1610.8299560546875,164144,0.2,1714704824046,885642,False,False
1013339,Blessed Aura,1610.0,134830,0.2,1714704824046,885642,False,False
1013339,Punisher,1610.0,12297683,17.0,1714704824046,885642,False,False
1013339,First Intention,1621.6600341796875,11568014,16.0,1714704824046,885642,False,False
1013334,Desperate Salvation,1613.3299560546875,204448,0.3,1714704797358,900529,False,False
1013334,Desperate Salvation,1610.8299560546875,93013,0.1,1714704797358,900529,True,False
1013334,Asura's Path,1610.0,12713829,18.0,1714704797358,900529,True,False
1013334,Enhanced Weapon,1620.0,13239945,18.7,1714704797358,900529,False,False
1013334,Ultimate Skill: Taijutsu,1612.5,12602054,17.8,1714704797358,900529,False,False
1013334,Full Moon Harvester,1622.5,12074889,17.1,1714704797358,900529,True,False
1013334,Deathblow,1610.8299560546875,7901836,11.2,1714704797358,900529,True,False
1013334,Pinnacle,1610.0,11887292,16.8,1714704797358,900529,True,False
1013311,Desperate Salvation,1614.1600341796875,131943,0.1,1714704730739,660642,False,False
1013311,Asura's Path,1610.8299560546875,19377751,19.4,1714704730739,660642,False,False
1013311,Lone Knight,1620.0,10690615,10.7,1714704730739,660642,False,False
1013311,Blessed Aura,1620.8299560546875,256400,0.3,1714704730739,660642,False,False
1013311,Ultimate Skill: Taijutsu,1620.0,18456195,18.5,1714704730739,660642,False,False
1013311,Igniter,1623.3299560546875,19352787,19.4,1714704730739,660642,False,False
1013311,Night's Edge,1610.8299560546875,14305299,14.3,1714704730739,660642,False,False
1013311,Esoteric Skill Enhancement,1615.0,17254501,17.3,1714704730739,660642,False,False
1013303,Full Bloom,1610.8299560546875,92869,0.1,1714704333307,1010914,True,False
1013303,Empress's Grace,1614.1600341796875,2240249,3.6,1714704333307,1010914,True,False
1013303,Brawl King Storm,1614.1600341796875,12218267,19.4,1714704333307,1010914,True,False
1013303,Combat Readiness,1621.6600341796875,8879910,14.1,1714704333307,1010914,False,False
1013303,Mayhem,1620.0,16877713,26.8,1714704333307,1010914,False,False
1013303,Pinnacle,1620.0,10471363,16.6,1714704333307,1010914,True,False
1013303,Order of the Emperor,1611.6600341796875,12051807,19.1,1714704333307,1010914,True,False
1013303,Desperate Salvation,1610.0,179624,0.3,1714704333307,1010914,True,False
1013287,Ultimate Skill: Taijutsu,1610.8299560546875,15033403,20.2,1714704291695,855718,True,False
1013287,Desperate Salvation,1610.0,155679,0.2,1714704291695,855718,True,False
1013287,Esoteric Skill Enhancement,1620.0,20011027,26.9,1714704291695,855718,True,False
1013287,Time to Hunt,1610.0,11381624,15.3,1714704291695,855718,True,False
1013287,Desperate Salvation,1610.0,110457,0.1,1714704291695,855718,True,False
1013287,Pinnacle,1610.8299560546875,9039956,12.1,1714704291695,855718,True,False
1013287,Peacemaker,1610.0,6974892,9.4,1714704291695,855718,True,False
1013287,Arthetinean Skill,1620.0,11716933,15.7,1714704291695,855718,False,False
1013236,Full Bloom,1610.0,194621,0.2,1714703902357,722742,False,False
1013236,Full Bloom,1611.6600341796875,137622,0.2,1714703902357,722742,False,False
1013236,Brawl King Storm,1610.0,9675608,11.0,1714703902357,722742,False,False
1013236,Surge,1625.0,23494189,26.7,1714703902357,722742,False,False
1013236,Predator,1610.0,10090116,11.5,1714703902357,722742,False,False
1013236,Night's Edge,1625.8299560546875,23709993,26.9,1714703902357,722742,False,False
1013236,Full Moon Harvester,1617.5,6548333,7.4,1714703902357,722742,True,False
1013236,Communication Overflow,1615.8299560546875,14215925,16.1,1714703902357,722742,False,False
1013240,Desperate Salvation,1610.0,211883,0.3,1714703838889,827510,False,False
1013240,Desperate Salvation,1615.0,176136,0.2,1714703838889,827510,False,False
1013240,Pistoleer,1612.5,10472886,13.0,1714703838889,827510,False,False
1013240,Demonic Impulse,1620.0,14079211,17.5,1714703838889,827510,False,False
1013240,Predator,1611.6600341796875,10054699,12.5,1714703838889,827510,False,False
1013240,Igniter,1621.6600341796875,21173712,26.3,1714703838889,827510,False,False
1013240,Full Moon Harvester,1615.0,8628852,10.7,1714703838889,827510,False,False
1013240,Esoteric Skill Enhancement,1621.6600341796875,15741527,19.5,1714703838889,827510,False,False
1013200,Full Bloom,1620.0,172993,0.3,1714703280353,933263,True,False
1013200,Desperate Salvation,1610.0,141455,0.2,1714703280353,933263,False,False
1013200,Pistoleer,1622.5,4344330,6.4,1714703280353,933263,True,False
1013200,Combat Readiness,1620.0,12233980,18.0,1714703280353,933263,False,False
1013200,Arthetinean Skill,1620.8299560546875,10509833,15.4,1714703280353,933263,False,False
1013200,Predator,1621.6600341796875,16178503,23.7,1714703280353,933263,False,False
1013200,Reflux,1619.1600341796875,10483983,15.4,1714703280353,933263,True,False
1013200,Esoteric Skill Enhancement,1624.1600341796875,14078175,20.7,1714703280353,933263,True,False
1013088,Wind Fury,1616.6600341796875,9403327,12.8,1714702395254,868084,False,False
1013088,Desperate Salvation,1617.5,343884,0.5,1714702395254,868084,False,False
1013088,Desperate Salvation,1620.0,174812,0.2,1714702395254,868084,False,False
1013088,Asura's Path,1620.0,15507828,21.2,1714702395254,868084,False,False
1013088,Rage Hammer,1620.0,8580045,11.7,1714702395254,868084,True,False
1013088,Lunar Voice,1620.0,11185556,15.3,1714702395254,868084,False,False
1013088,Reflux,1620.8299560546875,9478150,12.9,1714702395254,868084,False,False
1013088,Deathblow,1620.0,18614502,25.4,1714702395254,868084,False,False
1013090,Full Bloom,1620.0,44883,0.1,1714702237124,1027968,True,False
1013090,Brawl King Storm,1615.0,9779576,15.8,1714702237124,1027968,True,False
1013090,Surge,1620.0,13440433,21.7,1714702237124,1027968,False,False
1013090,Peacemaker,1621.6600341796875,7638660,12.3,1714702237124,1027968,True,False
1013090,Blessed Aura,1610.0,147395,0.2,1714702237124,1027968,False,False
1013090,Predator,1623.3299560546875,4903774,7.9,1714702237124,1027968,True,False
1013090,Reflux,1620.0,9542333,15.4,1714702237124,1027968,False,False
1013090,Night's Edge,1620.0,16471085,26.6,1714702237124,1027968,False,False
1012918,Full Bloom,1610.0,183983,0.2,1714701131020,693270,False,False
1012918,Desperate Salvation,1620.0,219831,0.2,1714701131020,693270,False,False
1012918,Enhanced Weapon,1620.8299560546875,16200949,16.9,1714701131020,693270,False,False
1012918,Remaining Energy,1625.8299560546875,15469631,16.1,1714701131020,693270,False,False
1012918,Pinnacle,1624.1600341796875,17548695,18.3,1714701131020,693270,False,False
1012918,Death Strike,1622.5,19985551,20.8,1714701131020,693270,False,False
1012918,Igniter,1621.6600341796875,14654262,15.2,1714701131020,693270,True,False
1012918,Esoteric Skill Enhancement,1610.8299560546875,11862878,12.3,1714701131020,693270,False,False
1012905,Full Bloom,1620.8299560546875,163884,0.2,1714700869873,666348,False,False
1012905,Peacemaker,1610.0,13914601,13.9,1714700869873,666348,False,False
1012905,Lunar Voice,1610.0,16423130,16.4,1714700869873,666348,False,False
1012905,Esoteric Skill Enhancement,1620.8299560546875,25687912,25.7,1714700869873,666348,False,False
1012905,Empress's Grace,1620.0,15574688,15.6,1714700869873,666348,False,False
1012905,Blessed Aura,1620.0,224488,0.2,1714700869873,666348,False,False
1012905,Rage Hammer,1620.0,18912381,18.9,1714700869873,666348,False,False
1012905,Hunger,1610.0,9040897,9.0,1714700869873,666348,False,False
1012889,Wind Fury,1614.1600341796875,13698871,20.0,1714700507598,927818,True,False
1012889,Desperate Salvation,1610.0,214564,0.3,1714700507598,927818,False,False
1012889,Desperate Salvation,1610.0,79378,0.1,1714700507598,927818,False,False
1012889,Surge,1621.6600341796875,14432831,21.0,1714700507598,927818,False,False
1012889,Peacemaker,1611.6600341796875,5798455,8.4,1714700507598,927818,False,False
1012889,Order of the Emperor,1610.8299560546875,8869729,12.9,1714700507598,927818,True,False
1012889,Igniter,1610.8299560546875,10357977,15.1,1714700507598,927818,True,False
1012889,Esoteric Skill Enhancement,1620.0,15209598,22.2,1714700507598,927818,False,False
1012863,Wind Fury,1620.8299560546875,18873677,24.3,1714700415024,807955,False,False
1012863,Desperate Salvation,1610.0,116528,0.1,1714700415024,807955,True,False
1012863,Surge,1610.8299560546875,14333763,18.4,1714700415024,807955,True,False
1012863,Surge,1610.0,9925054,12.8,1714700415024,807955,True,False
1012863,Lone Knight,1615.0,5588393,7.2,1714700415024,807955,True,False
1012863,Blessed Aura,1610.0,182948,0.2,1714700415024,807955,False,False
1012863,Predator,1610.0,11328669,14.6,1714700415024,807955,False,False
1012863,Esoteric Skill Enhancement,1610.0,17435469,22.4,1714700415024,807955,False,False
